ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,PRODUCTLINE,CUSTOMERNAME
10109,26,100,3157.44,Classic Cars,Motor Mint Distributors Inc.
10123,46,100,5161.2,Classic Cars,Atelier graphique
10137,37,100,4346.76,Classic Cars,Reims Collectables
10148,27,100,3528.36,Classic Cars,"Anna's Decorations, Ltd"
10161,23,100,3187.8,Classic Cars,Heintze Collectables
10172,39,100,6023.16,Classic Cars,Gift Depot Inc.
10181,27,100,3884.76,Classic Cars,Herkku Gifts
10192,38,100,4965.84,Classic Cars,Online Diecast Creations Co.
10204,27,100,4169.88,Classic Cars,Muscle Machine Inc
10212,40,100,4910.4,Classic Cars,Euro Shopping Channel
10226,24,100,3231.36,Classic Cars,Collectable Mini Designs Co.
10241,44,100,6853.44,Classic Cars,Mini Caravy
10253,37,100,5177.04,Classic Cars,"UK Collectables, Ltd."
10266,20,100,2824.8,Classic Cars,L'ordine Souveniers
10278,39,100,4324.32,Classic Cars,Signal Gift Stores
10287,44,100,5052.96,Classic Cars,"Vida Sport, Ltd"
10301,22,100,3223.44,Classic Cars,"Norway Gifts By Mail, Co."
10311,43,100,5278.68,Classic Cars,Euro Shopping Channel
10321,27,100,2851.2,Classic Cars,FunGiftIdeas.com
10331,26,64.9,1687.4,Classic Cars,Motor Mint Distributors Inc.
10343,25,52.32,1308,Classic Cars,Reims Collectables
10366,49,100,6144.6,Classic Cars,Royale Belge
10379,29,100,5127.2,Classic Cars,Euro Shopping Channel
10407,41,100,6386.16,Classic Cars,The Sharp Gifts Warehouse
10419,55,100,7695.6,Classic Cars,Salzburg Collectables
10103,27,83.07,2242.89,Vintage Cars,Baane Mini Imports
10112,23,100,2539.89,Vintage Cars,"Volvo Model Replicas, Co"
10126,31,90.17,2795.27,Vintage Cars,"Corrida Auto Replicas, Ltd"
10139,46,100,5545.76,Vintage Cars,Souveniers And Things Co.
10150,47,91.18,4285.46,Vintage Cars,"Dragon Souveniers, Ltd."
10163,31,100,3329.09,Vintage Cars,Classic Legends Inc.
10174,46,100,5592.22,Vintage Cars,"Australian Gift Network, Co"
10183,37,89.15,3298.55,Vintage Cars,"Classic Gift Ideas, Inc"
10193,28,93.21,2609.88,Vintage Cars,"Australian Collectables, Ltd"
10206,37,90.17,3336.29,Vintage Cars,Canadian Gift Exchange Network
10215,49,100,5510.05,Vintage Cars,West Coast Collectables Co.
10228,24,100,2504.4,Vintage Cars,Cambridge Collectables Co.
10244,30,100,3525.6,Vintage Cars,Euro Shopping Channel
10257,50,88.14,4407,Vintage Cars,The Sharp Gifts Warehouse
10270,31,96.24,2983.44,Vintage Cars,Souveniers And Things Co.
10280,46,100,5126.24,Vintage Cars,Amica Models & Co.
10291,47,100,5713.79,Vintage Cars,Scandinavian Gift Ideas
10304,46,100,4613.8,Vintage Cars,Auto Assoc. & Cie.
10312,37,100,3711.1,Vintage Cars,Mini Gifts Distributors Ltd.
10322,33,100,3524.73,Vintage Cars,Online Diecast Creations Co.
10333,31,90.17,2795.27,Vintage Cars,Mini Wheels Co.
10347,48,100,4814.4,Vintage Cars,"Australian Collectors, Co."
10357,41,87.13,3572.33,Vintage Cars,Mini Gifts Distributors Ltd.
10369,42,100,4581.36,Vintage Cars,Collectables For Less Inc.
10381,41,100,4319.76,Vintage Cars,Corporate Gift Ideas Co.
10391,32,45.25,1448,Vintage Cars,"Anna's Decorations, Ltd"
10423,10,88.14,881.4,Vintage Cars,Petit Auto
10103,35,57.46,2011.1,Vintage Cars,Baane Mini Imports
10111,28,64.33,1801.24,Vintage Cars,Mini Wheels Co.
10126,46,73.7,3390.2,Vintage Cars,"Corrida Auto Replicas, Ltd"
10139,20,71.2,1424,Vintage Cars,Souveniers And Things Co.
10150,30,49.97,1499.1,Vintage Cars,"Dragon Souveniers, Ltd."
10163,48,69.96,3358.08,Vintage Cars,Classic Legends Inc.
10173,28,53.72,1504.16,Vintage Cars,Rovelli Gifts
10183,39,68.08,2655.12,Vintage Cars,"Classic Gift Ideas, Inc"
10193,24,51.84,1244.16,Vintage Cars,"Australian Collectables, Ltd"
10206,28,67.46,1888.88,Vintage Cars,Canadian Gift Exchange Network
10215,31,58.71,1820.01,Vintage Cars,West Coast Collectables Co.
10228,45,63.71,2866.95,Vintage Cars,Cambridge Collectables Co.
10244,24,58.09,1394.16,Vintage Cars,Euro Shopping Channel
10257,49,53.72,2632.28,Vintage Cars,The Sharp Gifts Warehouse
10269,32,63.08,2018.56,Vintage Cars,Salzburg Collectables
10280,43,68.71,2954.53,Vintage Cars,Amica Models & Co.
10291,37,50.59,1871.83,Vintage Cars,Scandinavian Gift Ideas
10304,24,64.96,1559.04,Vintage Cars,Auto Assoc. & Cie.
10312,35,53.72,1880.2,Vintage Cars,Mini Gifts Distributors Ltd.
10322,41,29.87,1224.67,Vintage Cars,Online Diecast Creations Co.
10332,26,100,2979.08,Vintage Cars,"AV Stores, Co."
10347,34,64.96,2208.64,Vintage Cars,"Australian Collectors, Co."
10357,49,70.58,3458.42,Vintage Cars,Mini Gifts Distributors Ltd.
10369,28,44.21,1237.88,Vintage Cars,Collectables For Less Inc.
10381,40,68.08,2723.2,Vintage Cars,Corporate Gift Ideas Co.
10392,37,59.96,2218.52,Vintage Cars,Mini Auto Werke
10423,31,53.72,1665.32,Vintage Cars,Petit Auto
10106,41,83.44,3421.04,Ships,Rovelli Gifts
10119,21,89.46,1878.66,Ships,Salzburg Collectables
10130,40,96.34,3853.6,Ships,Auto-Moto Classics Inc.
10143,46,74.84,3442.64,Ships,Mini Creations Ltd.
10155,44,79.14,3482.16,Ships,"Toys of Finland, Co."
10167,46,73.12,3363.52,Ships,Scandinavian Gift Ideas
10178,41,81.72,3350.52,Ships,Alpha Cognac
10186,32,89.46,2862.72,Ships,"Double Decker Gift Stores, Ltd"
10197,46,87.74,4036.04,Ships,Enaco Distributors
10209,28,100,2817.92,Ships,"Men 'R' US Retailers, Ltd."
10222,49,94.62,4636.38,Ships,Collectable Mini Designs Co.
10248,21,73.98,1553.58,Ships,Land of Toys Inc.
10262,32,84.3,2697.6,Ships,Euro Shopping Channel
10273,34,98.06,3334.04,Ships,Petit Auto
10283,21,98.06,2059.26,Ships,"Royal Canadian Collectables, Ltd."
10296,21,96.34,2023.14,Ships,"Bavarian Collectables Imports, Co."
10307,31,83.44,2586.64,Ships,"Classic Gift Ideas, Inc"
10316,21,94.62,1987.02,Ships,giftsbymail.co.uk
10327,25,45.86,1146.5,Ships,Danish Wholesale Imports
10338,28,82.58,2312.24,Ships,Royale Belge
10350,43,64.97,2793.71,Ships,Euro Shopping Channel
10373,22,86.74,1908.28,Ships,"Oulu Toy Supplies, Inc."
10386,37,93.01,3441.37,Ships,Euro Shopping Channel
10398,28,72.26,2023.28,Ships,Reims Collectables
10400,30,74.84,2245.2,Ships,The Sharp Gifts Warehouse
10414,44,73.98,3255.12,Ships,Gifts4AllAges.com
10103,25,100,2539.5,Vintage Cars,Baane Mini Imports
10111,43,100,4818.15,Vintage Cars,Mini Wheels Co.
10126,30,97.39,2921.7,Vintage Cars,"Corrida Auto Replicas, Ltd"
10139,20,90.06,1801.2,Vintage Cars,Souveniers And Things Co.
10150,26,100,2804.36,Vintage Cars,"Dragon Souveniers, Ltd."
10163,40,100,4900.8,Vintage Cars,Classic Legends Inc.
10173,31,89.01,2759.31,Vintage Cars,Rovelli Gifts
10183,22,100,2488.2,Vintage Cars,"Classic Gift Ideas, Inc"
10193,23,100,2769.89,Vintage Cars,"Australian Collectables, Ltd"
10206,30,100,3581.4,Vintage Cars,Canadian Gift Exchange Network
10215,49,100,5285.14,Vintage Cars,West Coast Collectables Co.
10228,31,100,3181.53,Vintage Cars,Cambridge Collectables Co.
10244,29,100,3340.51,Vintage Cars,Euro Shopping Channel
10257,37,84.82,3138.34,Vintage Cars,The Sharp Gifts Warehouse
10270,38,100,4775.08,Vintage Cars,Souveniers And Things Co.
10280,29,100,3006.43,Vintage Cars,Amica Models & Co.
10291,23,100,2866.26,Vintage Cars,Scandinavian Gift Ideas
10304,26,85.87,2232.62,Vintage Cars,Auto Assoc. & Cie.
10312,38,100,4457.02,Vintage Cars,Mini Gifts Distributors Ltd.
10322,48,47.04,2257.92,Vintage Cars,Online Diecast Creations Co.
10332,40,39.8,1592,Vintage Cars,"AV Stores, Co."
10347,45,100,4948.2,Vintage Cars,"Australian Collectors, Co."
10357,44,100,5160.76,Vintage Cars,Mini Gifts Distributors Ltd.
10369,21,94.22,1978.62,Vintage Cars,Collectables For Less Inc.
10381,35,100,4288.2,Vintage Cars,Corporate Gift Ideas Co.
10392,29,86.92,2520.68,Vintage Cars,Mini Auto Werke
10423,21,84.82,1781.22,Vintage Cars,Petit Auto
10105,22,100,3065.04,Vintage Cars,Danish Wholesale Imports
10117,26,100,3551.34,Vintage Cars,"Dragon Souveniers, Ltd."
10128,41,100,5544.02,Vintage Cars,Euro Shopping Channel
10142,47,100,6034.33,Vintage Cars,Mini Gifts Distributors Ltd.
10153,31,100,3641.57,Vintage Cars,Euro Shopping Channel
10166,43,100,6930.74,Vintage Cars,FunGiftIdeas.com
10177,23,100,3675.63,Vintage Cars,CAF Imports
10185,28,100,3442.04,Vintage Cars,Mini Creations Ltd.
10196,49,100,6893.81,Vintage Cars,Super Scale Inc.
10208,24,100,2622.48,Vintage Cars,"Saveley & Henriot, Co."
10221,33,100,4417.38,Vintage Cars,Petit Auto
10232,22,100,3606.02,Vintage Cars,giftsbymail.co.uk
10248,32,100,3802.56,Vintage Cars,Land of Toys Inc.
10273,40,100,5026.4,Vintage Cars,Petit Auto
10282,43,100,6695.53,Vintage Cars,Mini Gifts Distributors Ltd.
10293,24,100,2819.28,Vintage Cars,Amica Models & Co.
10306,32,100,3759.04,Vintage Cars,"AV Stores, Co."
10314,20,100,2731.8,Vintage Cars,Heintze Collectables
10325,24,69.12,1658.88,Vintage Cars,Baane Mini Imports
10336,48,100,5778.24,Vintage Cars,"La Corne D'abondance, Co."
10350,44,100,5191.12,Vintage Cars,Euro Shopping Channel
10372,28,100,3862.88,Vintage Cars,"Tokyo Collectables, Ltd"
10383,24,61.52,1476.48,Vintage Cars,Euro Shopping Channel
10396,33,100,5273.73,Vintage Cars,Mini Gifts Distributors Ltd.
10414,41,100,4872.03,Vintage Cars,Gifts4AllAges.com
10104,23,100,4556.99,Classic Cars,Euro Shopping Channel
10109,46,100,8257,Classic Cars,Motor Mint Distributors Inc.
10114,48,100,8209.44,Classic Cars,"La Corne D'abondance, Co."
10122,25,100,3598.5,Classic Cars,Marseille Mini Autos
10127,22,100,3837.24,Classic Cars,Muscle Machine Inc
10136,41,100,8331.61,Classic Cars,Alpha Cognac
10141,34,100,4836.5,Classic Cars,Suominen Souveniers
10148,32,100,5418.88,Classic Cars,"Anna's Decorations, Ltd"
10151,21,100,3734.01,Classic Cars,"Oulu Toy Supplies, Inc."
10160,20,100,3996.4,Classic Cars,"Men 'R' US Retailers, Ltd."
10165,47,100,8754.69,Classic Cars,"Dragon Souveniers, Ltd."
10171,39,100,5481.45,Classic Cars,Quebec Home Shopping Network
10175,29,100,4419.89,Classic Cars,"Stylish Desk Decors, Co."
10181,45,100,6324.75,Classic Cars,Herkku Gifts
10184,28,100,4409.72,Classic Cars,"Iberia Gift Imports, Corp."
10192,26,100,3918.46,Classic Cars,Online Diecast Creations Co.
10195,50,100,7620.5,Classic Cars,Mini Classics
10203,48,100,8291.04,Classic Cars,Euro Shopping Channel
10207,25,100,3937.25,Classic Cars,Diecast Collectables
10212,40,100,5554.4,Classic Cars,Euro Shopping Channel
10225,43,100,6407.86,Classic Cars,"Vida Sport, Ltd"
10229,22,100,4172.52,Classic Cars,Mini Gifts Distributors Ltd.
10239,47,100,7083.37,Classic Cars,"Oulu Toy Supplies, Inc."
10246,36,100,7132.68,Classic Cars,Euro Shopping Channel
10253,40,100,6773.6,Classic Cars,"UK Collectables, Ltd."
10259,27,100,3657.69,Classic Cars,Handji Gifts& Co
10266,29,100,4812.55,Classic Cars,L'ordine Souveniers
10271,20,100,3928.6,Classic Cars,Mini Gifts Distributors Ltd.
10278,42,100,6401.22,Classic Cars,Signal Gift Stores
10281,25,100,4191.25,Classic Cars,Diecast Classics Inc.
10287,36,100,5852.52,Classic Cars,"Vida Sport, Ltd"
10292,21,100,2844.87,Classic Cars,Land of Toys Inc.
10301,23,100,4011.66,Classic Cars,"Norway Gifts By Mail, Co."
10305,37,100,7455.87,Classic Cars,Marta's Replicas Co.
10310,48,100,8940.96,Classic Cars,"Toms Spezialitten, Ltd"
10313,25,100,4572.25,Classic Cars,Canadian Gift Exchange Network
10321,33,100,5700.09,Classic Cars,FunGiftIdeas.com
10324,27,100,3155.49,Classic Cars,Vitachrome Inc.
10331,27,100,4170.69,Classic Cars,Motor Mint Distributors Inc.
10334,20,100,2878.8,Classic Cars,"Volvo Model Replicas, Co"
10342,30,100,5029.5,Classic Cars,"Australian Collectors, Co."
10349,48,100,7396.8,Classic Cars,Muscle Machine Inc
10358,32,93.49,2991.68,Classic Cars,Euro Shopping Channel
10366,34,100,6275.72,Classic Cars,Royale Belge
10370,27,56.85,1534.95,Classic Cars,"Anna's Decorations, Ltd"
10377,39,100,7264.53,Classic Cars,"Toys of Finland, Co."
10383,47,100,6869.05,Classic Cars,Euro Shopping Channel
10394,22,100,3353.02,Classic Cars,Euro Shopping Channel
10405,55,100,8289.05,Classic Cars,Mini Caravy
10412,60,100,11887.8,Classic Cars,Euro Shopping Channel
10419,35,100,5926.9,Classic Cars,Salzburg Collectables
10425,28,100,3793.16,Classic Cars,La Rochelle Gifts
10105,38,100,4330.1,Trains,Danish Wholesale Imports
10117,21,95.8,2011.8,Trains,"Dragon Souveniers, Ltd."
10128,41,100,4837.18,Trains,Euro Shopping Channel
10142,22,97.81,2151.82,Trains,Mini Gifts Distributors Ltd.
10153,29,88.74,2573.46,Trains,Euro Shopping Channel
10165,50,100,5344.5,Trains,"Dragon Souveniers, Ltd."
10177,29,100,3070.52,Trains,CAF Imports
10185,49,80.67,3952.83,Trains,Mini Creations Ltd.
10196,35,100,3564.75,Trains,Super Scale Inc.
10208,48,100,5614.56,Trains,"Saveley & Henriot, Co."
10221,23,80.67,1855.41,Trains,Petit Auto
10232,48,95.8,4598.4,Trains,giftsbymail.co.uk
10248,42,100,5082.42,Trains,Land of Toys Inc.
10273,47,100,5450.59,Trains,Petit Auto
10282,36,100,4174.92,Trains,Mini Gifts Distributors Ltd.
10293,22,100,2418.24,Trains,Amica Models & Co.
10306,40,91.76,3670.4,Trains,"AV Stores, Co."
10314,23,100,2481.7,Trains,Heintze Collectables
10326,32,100,3807.68,Trains,"Volvo Model Replicas, Co"
10336,21,100,2230.41,Trains,"La Corne D'abondance, Co."
10350,41,93.04,3814.64,Trains,Euro Shopping Channel
10372,25,84.71,2117.75,Trains,"Tokyo Collectables, Ltd"
10383,26,100,3340.48,Trains,Euro Shopping Channel
10396,24,89.75,2154,Trains,Mini Gifts Distributors Ltd.
10414,48,100,5808.48,Trains,Gifts4AllAges.com
10108,26,68.35,1777.1,Classic Cars,Cruz & Sons Co.
10122,21,73.17,1536.57,Classic Cars,Marseille Mini Autos
10135,45,78,3510,Classic Cars,Mini Gifts Distributors Ltd.
10147,36,86.04,3097.44,Classic Cars,Collectables For Less Inc.
10159,21,81.21,1705.41,Classic Cars,Corporate Gift Ideas Co.
10169,32,70.76,2264.32,Classic Cars,"Anna's Decorations, Ltd"
10181,30,82.82,2484.6,Classic Cars,Herkku Gifts
10191,36,94.88,3415.68,Classic Cars,"Toms Spezialitten, Ltd"
10203,33,86.04,2839.32,Classic Cars,Euro Shopping Channel
10211,35,78,2730,Classic Cars,Auto Canal Petit
10225,37,95.69,3540.53,Classic Cars,"Vida Sport, Ltd"
10238,41,73.17,2999.97,Classic Cars,Danish Wholesale Imports
10252,20,76.39,1527.8,Classic Cars,Auto Canal Petit
10265,45,86.84,3907.8,Classic Cars,"Australian Collectables, Ltd"
10276,38,69.96,2658.48,Classic Cars,Online Mini Collectables
10287,43,70.76,3042.68,Classic Cars,"Vida Sport, Ltd"
10300,49,78.8,3861.2,Classic Cars,"Blauer See Auto, Co."
10310,27,80.41,2171.07,Classic Cars,"Toms Spezialitten, Ltd"
10319,46,73.98,3403.08,Classic Cars,Microscale Inc.
10329,38,59.1,2245.8,Classic Cars,Land of Toys Inc.
10342,25,66.74,1668.5,Classic Cars,"Australian Collectors, Co."
10363,46,60.3,2773.8,Classic Cars,Suominen Souveniers
10378,22,100,2464,Classic Cars,Euro Shopping Channel
10390,40,100,5491.6,Classic Cars,Mini Gifts Distributors Ltd.
10103,46,100,4791.82,Vintage Cars,Baane Mini Imports
10111,39,100,4178.85,Vintage Cars,Mini Wheels Co.
10126,38,82.34,3128.92,Vintage Cars,"Corrida Auto Replicas, Ltd"
10139,30,100,3095.4,Vintage Cars,Souveniers And Things Co.
10149,42,94.25,3958.5,Vintage Cars,Signal Collectibles Ltd.
10163,43,100,4991.44,Vintage Cars,Classic Legends Inc.
10173,29,95.24,2761.96,Vintage Cars,Rovelli Gifts
10182,33,86.31,2848.23,Vintage Cars,Mini Gifts Distributors Ltd.
10193,32,79.37,2539.84,Vintage Cars,"Australian Collectables, Ltd"
10206,28,87.3,2444.4,Vintage Cars,Canadian Gift Exchange Network
10215,41,100,4555.92,Vintage Cars,West Coast Collectables Co.
10227,33,100,3666.96,Vintage Cars,"Saveley & Henriot, Co."
10244,36,84.33,3035.88,Vintage Cars,Euro Shopping Channel
10257,26,89.29,2321.54,Vintage Cars,The Sharp Gifts Warehouse
10280,34,100,3474.46,Vintage Cars,Amica Models & Co.
10290,26,96.23,2501.98,Vintage Cars,Auto-Moto Classics Inc.
10304,38,100,3958.46,Vintage Cars,Auto Assoc. & Cie.
10312,33,100,3535.95,Vintage Cars,Mini Gifts Distributors Ltd.
10323,33,91.27,3011.91,Vintage Cars,"Blauer See Auto, Co."
10333,46,100,11336.7,Vintage Cars,Mini Wheels Co.
10347,26,100,2656.94,Vintage Cars,"Australian Collectors, Co."
10357,25,100,2604.25,Vintage Cars,Mini Gifts Distributors Ltd.
10369,45,73.08,3288.6,Vintage Cars,Collectables For Less Inc.
10382,50,100,8935.5,Vintage Cars,Mini Gifts Distributors Ltd.
10392,36,100,4035.96,Vintage Cars,Mini Auto Werke
10423,21,89.29,1875.09,Vintage Cars,Petit Auto
10108,29,100,4049.56,Classic Cars,Cruz & Sons Co.
10122,21,100,2469.39,Classic Cars,Marseille Mini Autos
10135,42,100,5432.7,Classic Cars,Mini Gifts Distributors Ltd.
10147,37,100,4405.22,Classic Cars,Collectables For Less Inc.
10159,25,100,3638,Classic Cars,Corporate Gift Ideas Co.
10169,36,100,4444.92,Classic Cars,"Anna's Decorations, Ltd"
10181,22,100,3395.48,Classic Cars,Herkku Gifts
10191,23,100,3414.58,Classic Cars,"Toms Spezialitten, Ltd"
10203,32,100,5127.04,Classic Cars,Euro Shopping Channel
10211,28,100,3745.28,Classic Cars,Auto Canal Petit
10225,27,100,4564.08,Classic Cars,"Vida Sport, Ltd"
10238,49,100,6554.24,Classic Cars,Danish Wholesale Imports
10252,41,100,6749.83,Classic Cars,Auto Canal Petit
10265,49,100,8427.02,Classic Cars,"Australian Collectables, Ltd"
10276,30,100,3924.6,Classic Cars,Online Mini Collectables
10287,40,100,6761.6,Classic Cars,"Vida Sport, Ltd"
10300,23,100,3786.49,Classic Cars,"Blauer See Auto, Co."
10310,49,100,6266.12,Classic Cars,"Toms Spezialitten, Ltd"
10320,25,100,3491,Classic Cars,"Volvo Model Replicas, Co"
10330,37,100,4405.22,Classic Cars,Cruz & Sons Co.
10342,55,100,6548.3,Classic Cars,"Australian Collectors, Co."
10355,23,100,3177.91,Classic Cars,Euro Shopping Channel
10363,24,100,4142.64,Classic Cars,Suominen Souveniers
10378,43,96.49,4149.07,Classic Cars,Euro Shopping Channel
10390,50,100,7397,Classic Cars,Mini Gifts Distributors Ltd.
10109,47,100,6241.6,Classic Cars,Motor Mint Distributors Inc.
10123,34,100,5331.88,Classic Cars,Atelier graphique
10137,31,100,5124.3,Classic Cars,Reims Collectables
10148,28,100,3639.44,Classic Cars,"Anna's Decorations, Ltd"
10161,36,100,5544,Classic Cars,Heintze Collectables
10172,48,100,5493.12,Classic Cars,Gift Depot Inc.
10181,39,100,5785.26,Classic Cars,Herkku Gifts
10192,45,100,5340.6,Classic Cars,Online Diecast Creations Co.
10204,35,100,5735.8,Classic Cars,Muscle Machine Inc
10212,45,100,6357.6,Classic Cars,Euro Shopping Channel
10226,46,100,7343.9,Classic Cars,Collectable Mini Designs Co.
10240,37,100,5959.22,Classic Cars,Osaka Souveniers Co.
10253,31,100,4029.38,Classic Cars,"UK Collectables, Ltd."
10266,33,100,5035.14,Classic Cars,L'ordine Souveniers
10278,31,100,4116.8,Classic Cars,Signal Gift Stores
10287,27,100,4310.55,Classic Cars,"Vida Sport, Ltd"
10301,39,100,6446.7,Classic Cars,"Norway Gifts By Mail, Co."
10311,32,100,3616.64,Classic Cars,Euro Shopping Channel
10321,28,100,4232.76,Classic Cars,FunGiftIdeas.com
10331,26,67.91,1765.66,Classic Cars,Motor Mint Distributors Inc.
10343,44,84.88,3734.72,Classic Cars,Reims Collectables
10367,46,100,4808.38,Classic Cars,Toys4GrownUps.com
10379,32,70.83,2266.56,Classic Cars,Euro Shopping Channel
10406,65,100,10468.9,Classic Cars,Danish Wholesale Imports
10419,43,100,5589.14,Classic Cars,Salzburg Collectables
10108,43,67.77,2914.11,Motorcycles,Cruz & Sons Co.
10122,35,49.74,1740.9,Motorcycles,Marseille Mini Autos
10135,45,50.36,2266.2,Motorcycles,Mini Gifts Distributors Ltd.
10146,47,67.14,3155.58,Motorcycles,Gift Ideas Corp.
10159,21,64.66,1357.86,Motorcycles,Corporate Gift Ideas Co.
10169,38,68.39,2598.82,Motorcycles,"Anna's Decorations, Ltd"
10180,21,50.36,1057.56,Motorcycles,Daedalus Designs Imports
10191,43,72.74,3127.82,Motorcycles,"Toms Spezialitten, Ltd"
10211,46,54.09,2488.14,Motorcycles,Auto Canal Petit
10224,38,58.44,2220.72,Motorcycles,Daedalus Designs Imports
10237,26,52.22,1357.72,Motorcycles,Vitachrome Inc.
10252,31,52.84,1638.04,Motorcycles,Auto Canal Petit
10264,48,54.71,2626.08,Motorcycles,Gifts4AllAges.com
10276,33,50.36,1661.88,Motorcycles,Online Mini Collectables
10286,38,57.2,2173.6,Motorcycles,"La Corne D'abondance, Co."
10299,39,55.95,2182.05,Motorcycles,"Toys of Finland, Co."
10310,42,67.14,2819.88,Motorcycles,"Toms Spezialitten, Ltd"
10319,44,59.06,2598.64,Motorcycles,Microscale Inc.
10330,29,69.63,2019.27,Motorcycles,Cruz & Sons Co.
10342,26,55.95,1454.7,Motorcycles,"Australian Collectors, Co."
10355,31,53.47,1657.57,Motorcycles,Euro Shopping Channel
10363,32,89.12,2851.84,Motorcycles,Suominen Souveniers
10378,28,100,4609.64,Motorcycles,Euro Shopping Channel
10390,36,100,5079.96,Motorcycles,Mini Gifts Distributors Ltd.
10403,36,52.22,1879.92,Motorcycles,"UK Collectables, Ltd."
10106,41,100,4774.86,Vintage Cars,Rovelli Gifts
10119,27,99.52,2687.04,Vintage Cars,Salzburg Collectables
10130,33,100,3423.75,Vintage Cars,Auto-Moto Classics Inc.
10143,34,100,3455.76,Vintage Cars,Mini Creations Ltd.
10155,29,100,3622.97,Vintage Cars,"Toys of Finland, Co."
10167,34,100,3599.58,Vintage Cars,Scandinavian Gift Ideas
10178,48,100,5386.56,Vintage Cars,Alpha Cognac
10186,46,100,4918.78,Vintage Cars,"Double Decker Gift Stores, Ltd"
10197,22,100,2538.8,Vintage Cars,Enaco Distributors
10209,20,100,2498.6,Vintage Cars,"Men 'R' US Retailers, Ltd."
10222,45,85.75,3858.75,Vintage Cars,Collectable Mini Designs Co.
10249,46,100,5600.5,Vintage Cars,Cambridge Collectables Co.
10262,34,100,4103.46,Vintage Cars,Euro Shopping Channel
10273,50,85.75,4287.5,Vintage Cars,Petit Auto
10283,46,100,5795.54,Vintage Cars,"Royal Canadian Collectables, Ltd."
10296,22,84.7,1863.4,Vintage Cars,"Bavarian Collectables Imports, Co."
10307,48,86.81,4166.88,Vintage Cars,"Classic Gift Ideas, Inc"
10316,47,86.81,4080.07,Vintage Cars,giftsbymail.co.uk
10328,34,100,3815.48,Vintage Cars,Rovelli Gifts
10338,45,100,5526.45,Vintage Cars,Royale Belge
10351,20,100,3374.6,Vintage Cars,"Stylish Desk Decors, Co."
10373,50,60.49,3024.5,Vintage Cars,"Oulu Toy Supplies, Inc."
10386,22,57.55,1266.1,Vintage Cars,Euro Shopping Channel
10398,45,100,4811.85,Vintage Cars,Reims Collectables
10400,58,100,7307.42,Vintage Cars,The Sharp Gifts Warehouse
10415,51,100,6209.25,Vintage Cars,"Australian Collectables, Ltd"
10104,38,100,5348.5,Classic Cars,Euro Shopping Channel
10117,22,100,2780.58,Classic Cars,"Dragon Souveniers, Ltd."
10127,25,100,3447,Classic Cars,Muscle Machine Inc
10142,24,100,3791.52,Classic Cars,Mini Gifts Distributors Ltd.
10152,35,100,4524.1,Classic Cars,"Australian Gift Network, Co"
10165,28,100,3337.6,Classic Cars,"Dragon Souveniers, Ltd."
10176,36,100,5532.12,Classic Cars,L'ordine Souveniers
10185,39,100,5096.91,Classic Cars,Mini Creations Ltd.
10196,27,100,4537.08,Classic Cars,Super Scale Inc.
10207,40,100,6146.8,Classic Cars,Diecast Collectables
10220,50,100,8258,Classic Cars,"Clover Collections, Co."
10230,42,100,7238.28,Classic Cars,"Blauer See Auto, Co."
10247,48,100,6756,Classic Cars,Suominen Souveniers
10272,25,100,3734,Classic Cars,Diecast Classics Inc.
10282,31,100,4674.8,Classic Cars,Mini Gifts Distributors Ltd.
10292,44,100,7140.76,Classic Cars,Land of Toys Inc.
10306,23,100,3600.65,Classic Cars,"AV Stores, Co."
10314,29,100,4206.74,Classic Cars,Heintze Collectables
10324,49,100,5379.71,Classic Cars,Vitachrome Inc.
10337,36,100,5679.36,Classic Cars,Classic Legends Inc.
10349,34,100,4394.84,Classic Cars,Muscle Machine Inc
10358,25,100,2528.25,Classic Cars,Euro Shopping Channel
10372,48,100,7031.52,Classic Cars,"Tokyo Collectables, Ltd"
10383,38,100,5340.9,Classic Cars,Euro Shopping Channel
10394,37,100,6376.58,Classic Cars,Euro Shopping Channel
10413,49,100,6896.75,Classic Cars,Gift Depot Inc.
10100,22,86.51,1903.22,Vintage Cars,Online Diecast Creations Co.
10110,28,89.27,2499.56,Vintage Cars,"AV Stores, Co."
10124,36,85.59,3081.24,Vintage Cars,Signal Gift Stores
10148,34,100,3598.22,Vintage Cars,"Anna's Decorations, Ltd"
10162,39,100,3912.09,Vintage Cars,Corporate Gift Ideas Co.
10173,21,75.46,1584.66,Vintage Cars,Rovelli Gifts
10182,36,100,3942.72,Vintage Cars,Mini Gifts Distributors Ltd.
10193,24,97.55,2341.2,Vintage Cars,"Australian Collectables, Ltd"
10204,29,85.59,2482.11,Vintage Cars,Muscle Machine Inc
10213,38,94.79,3602.02,Vintage Cars,"Double Decker Gift Stores, Ltd"
10227,34,100,3566.94,Vintage Cars,"Saveley & Henriot, Co."
10241,42,90.19,3787.98,Vintage Cars,Mini Caravy
10280,35,100,3704.05,Vintage Cars,Amica Models & Co.
10288,35,80.99,2834.65,Vintage Cars,Handji Gifts& Co
10302,38,89.27,3392.26,Vintage Cars,"UK Collectables, Ltd."
10311,41,81.91,3358.31,Vintage Cars,Euro Shopping Channel
10332,50,100,7310,Vintage Cars,"AV Stores, Co."
10344,21,100,2203.11,Vintage Cars,Marseille Mini Autos
